gene_ID1	OG_id1	chr	start	end	length1	str	description1	eAED1	QI1	gene_ID2	OG_id2	start	end	length2	str	description2	eAED2	QI2	overlap
Tfasc_v1.06184-RB	OG0001278	chr4	28371092	28378555	7463	+	DNA polymerase lambda isoform X1	0.32	0|0.85|0.8|1|0.92|0.86|15|150|527	Tfasc_v1.06185-RA	OG0002996	28378184	28381832	3648	-	DCC family protein	0.24	0|1|0.75|1|0.66|0.5|4|221|241	372
Tfasc_v1.06187-RA	OG0006206	chr4	28407654	28415878	8224	+	protein PLASTID REDOX INSENSITIVE 2-like	0.33	0|1|0.8|1|0.5|0.4|5|582|179	Tfasc_v1.06188-RA	OG0001276	28408235	28412218	3983	-	nucleobase-ascorbate transporter 6-like	0.19	114|1|1|1|1|1|14|751|465	3984
Tfasc_v1.06233-RA	OG0006195	chr4	28839330	28848372	9042	+	EVI5-like protein	0.24	463|0.87|0.76|1|0.81|0.76|17|1313|456	Tfasc_v1.06232-RA	OG0002287	28837986	28839455	1469	-	O-acyltransferase WSD1	0.14	0|0|0|0.5|1|1|2|0|150	126
Tfasc_v1.06234-RA	OG0005525	chr4	28865305	28874965	9660	+	cytochrome P450 71A1-like	0.14	0|0|0|0.66|1|1|3|0|550	Tfasc_v1.06236-RA	OG0002986	28865797	28868863	3066	-	cytochrome P450 71A1-like	0.19	0|0|0|1|0|0|2|0|247	3067
Tfasc_v1.06286-RA	OG0006177	chr4	29292912	29295309	2397	+	no_blast-ips	0.31	0|0.6|0.66|1|0|0|6|947|108	Tfasc_v1.06287-RA	OG0000922	29293488	29299893	6405	-	Fatty acyl-CoA reductase 1	0.39	0|0.33|0.2|1|1|1|10|0|499	1822
Tfasc_v1.06311-RA	OG0006164	chr4	29541691	29547792	6101	+	Elongator complex protein 2	0.12	100|0.88|0.8|1|1|1|10|428|852	Tfasc_v1.06312-RA	OG0006162	29547734	29551300	3566	-	uncharacterized membrane protein At3g27390 isoform X1	0.15	56|0.88|0.9|1|1|1|10|80|586	59
Tfasc_v1.06356-RA	OG0006152	chr4	29973683	30000913	27230	+	Proteasome activator subunit 4	0.12	48|1|1|1|0.87|0.82|40|3026|1811	Tfasc_v1.06357-RA	OG0016625	29999337	30001236	1899	-	transcription factor MYB80	0.09	0|0|0|1|1|1|3|0|312	1577
Tfasc_v1.06371-RA	OG0000919	chr4	30108318	30114232	5914	+	chloride channel protein CLC-f	0.07	303|0.77|0.6|1|1|1|10|475|741	Tfasc_v1.06370-RA	OG0001272	30102732	30108376	5644	-	hypothetical protein ACMD2_02905	0.22	0|0.6|0.5|0.83|0.6|0.5|6|2169|131	59
Tfasc_v1.06387-RA	OG0006136	chr4	30213521	30216671	3150	+	Wall-associated receptor kinase 5	0.34	0|0|0|0.75|1|1|4|0|296	Tfasc_v1.06386-RA	OG0000489	30208819	30213912	5093	-	heat shock protein 81-1-like	0.22	433|1|1|1|1|1|3|285|699	392
Tfasc_v1.06421-RA	OG0006100	chr4	30575748	30577427	1679	+	putative pentatricopeptide repeat-containing protein At3g05240	0.25	0|-1|0|1|-1|1|1|0|559	Tfasc_v1.06422-RA	OG0018521	30576857	30576997	140	-	putative pentatricopeptide repeat-containing protein At3g05240	0.44	0|-1|0|1|-1|0|1|0|46	141
Tfasc_v1.06441-RA	OG0018523	chr4	30713960	30718477	4517	+	diacylglycerol O-acyltransferase 2D	0.37	138|0.88|0.8|1|0.88|0.8|10|451|335	Tfasc_v1.06442-RA	OG0006088	30718309	30726661	8352	-	RNA-binding protein 38	0.37	327|0.85|0.75|1|0.85|0.75|8|739|271	169
Tfasc_v1.20678-RA	OG0018527	chr16	1346841	1347659	818	+	WAT1-related protein	0.45	154|1|1|1|0|0|2|189|103	Tfasc_v1.20677-RA	OG0018529	1345996	1352346	6350	-	Disease resistance protein RPP13	0.43	0|0|0|1|1|1|5|0|444	819
Tfasc_v1.20679-RA	OG0018528	chr16	1351845	1357905	6060	+	no_blast-ips	0.48	158|1|0.5|1|0|0|2|0|51	Tfasc_v1.20677-RA	OG0018529	1345996	1352346	6350	-	Disease resistance protein RPP13	0.43	0|0|0|1|1|1|5|0|444	502
Tfasc_v1.20679-RA	OG0018528	chr16	1351845	1357905	6060	+	no_blast-ips	0.48	158|1|0.5|1|0|0|2|0|51	Tfasc_v1.20680-RA	OG0018530	1357720	1358106	386	-	WAT1-related protein At5g47470	0.70	0|0|0|1|1|1|2|0|91	186
Tfasc_v1.20669-RA	OG0001086	chr16	1292247	1294356	2109	+	Disease resistance protein RPP13	0.52	335|0.33|0.25|1|0|0|4|174|93	Tfasc_v1.20668-RA	OG0000241	1291459	1294281	2822	-	putative disease resistance RPP13-like protein 3	0.16	0|-1|0|1|-1|1|1|0|940	2035
Tfasc_v1.20695-RA	OG0018527	chr16	1429387	1430205	818	+	WAT1-related protein	0.45	154|1|1|1|0|0|2|189|103	Tfasc_v1.20694-RA	OG0018529	1428542	1434913	6371	-	Disease resistance protein RPP13	0.43	0|0|0|1|1|1|5|0|444	819
Tfasc_v1.20696-RA	OG0018528	chr16	1434408	1440452	6044	+	no_blast-ips	0.48	162|1|0.5|1|0|0|2|0|51	Tfasc_v1.20694-RA	OG0018529	1428542	1434913	6371	-	Disease resistance protein RPP13	0.43	0|0|0|1|1|1|5|0|444	506
Tfasc_v1.20696-RA	OG0018528	chr16	1434408	1440452	6044	+	no_blast-ips	0.48	162|1|0.5|1|0|0|2|0|51	Tfasc_v1.20697-RA	OG0018530	1440267	1440650	383	-	WAT1-related protein At5g47470	0.70	0|0|0|1|1|1|2|0|90	186
Tfasc_v1.20691-RA	OG0001086	chr16	1422232	1422573	341	+	Disease resistance protein RPP13	0.51	0|0|0|1|0|0|2|0|80	Tfasc_v1.20689-RA	OG0000241	1420330	1422672	2342	-	putative disease resistance RPP13-like protein 3	0.38	0|-1|0|1|-1|1|1|0|780	342
Tfasc_v1.20687-RA	OG0001086	chr16	1412072	1412482	410	+	Disease resistance protein RPP13	0.48	0|0|0|1|0|0|2|0|74	Tfasc_v1.20685-RA	OG0000241	1409705	1412581	2876	-	putative disease resistance RPP13-like protein 3	0.35	0|-1|0|1|-1|1|1|0|958	411
Tfasc_v1.20686-RA	OG0018531	chr16	1409748	1409951	203	+	putative disease resistance RPP13-like protein 3	1.00	0|0|0|1|0|0|2|0|42	Tfasc_v1.20685-RA	OG0000241	1409705	1412581	2876	-	putative disease resistance RPP13-like protein 3	0.35	0|-1|0|1|-1|1|1|0|958	204
Tfasc_v1.20714-RA	OG0004602	chr16	1564508	1573043	8535	+	WAT1-related protein	0.07	0|1|0.85|1|1|1|7|154|358	Tfasc_v1.20715-RA	OG0004606	1571793	1581828	10035	-	protein arginine N-methyltransferase 7	0.21	0|0.8|0.68|1|0.93|0.87|16|1831|735	1251
Tfasc_v1.20786-RA	OG0000558	chr16	2634646	2636063	1417	+	reticulon-like protein B18	0.12	0|0.6|0|0.83|1|1|6|0|291	Tfasc_v1.20787-RA	OG0016264	2634894	2635323	429	-	reticulon-like protein B18	0.00	0|1|0|1|0|0|2|0|109	430
Tfasc_v1.20800-RA	OG0000101	chr16	2814767	2826986	12219	+	Receptor-like protein 12	0.31	0|0|0|0.66|1|1|3|0|441	Tfasc_v1.20799-RA	OG0002589	2814559	2815195	636	-	LRR receptor-like serine/threonine-protein kinase GSO1	0.40	148|1|1|1|0|0|2|99|116	429
Tfasc_v1.20838-RA	OG0017820	chr16	3602508	3603621	1113	+	protein DMR6-LIKE OXYGENASE 2	0.66	0|0|0.25|1|0|0|4|0|226	Tfasc_v1.20837-RA	OG0005358	3600100	3603518	3418	-	protein DMR6-LIKE OXYGENASE 2	0.26	96|1|1|1|1|1|3|501|325	1011
Tfasc_v1.20871-RA	OG0000077	chr16	4558955	4560063	1108	+	L10-interacting MYB domain-containing protein isoform X2	0.30	0|0|0|1|1|1|2|0|338	Tfasc_v1.20870-RA	OG0005501	4557385	4561816	4431	-	no_blast-ips	0.00	0|1|1|1|0|0|3|173|60	1109
Tfasc_v1.20956-RA	OG0002281	chr16	9474456	9501720	27264	+	Beta-1,6-galactosyltransferase GALT31A	0.17	176|0.5|0.45|1|1|1|11|0|410	Tfasc_v1.20957-RA	OG0000010	9488535	9493454	4919	-	none	0.80	0|0|0|0.33|1|1|3|0|232	4920
Tfasc_v1.20962-RA	OG0014637	chr16	9628614	9638027	9413	+	Phytosulfokine receptor 1	0.53	0|0|0|0.66|0.5|0.66|3|0|180	Tfasc_v1.20961-RA	OG0001088	9628022	9650074	22052	-	Phytosulfokine receptor 1	0.16	0|0|0|1|1|1|4|0|492	9414
Tfasc_v1.20964-RA	OG0000010	chr16	9684275	9684700	425	+	hyaluronan mediated motility receptor-like	0.12	0|-1|0|1|-1|0|1|0|141	Tfasc_v1.20963-RA	OG0001812	9677819	9690433	12614	-	phytosulfokine receptor 1-like	0.09	0|0|0|1|1|1|3|0|616	426
Tfasc_v1.20997-RA	OG0016116	chr16	10979366	10991435	12069	+	putative disease resistance protein RGA3	0.43	0|0|0|0.33|1|1|3|0|171	Tfasc_v1.20998-RB	OG0000084	10990418	11000321	9903	-	Kinesin-like protein NACK1	0.17	0|0.33|0.15|0.69|1|1|13|946|519	1018
Tfasc_v1.21031-RA	OG0000862	chr16	12343850	12355612	11762	+	calcium-dependent protein kinase 32	0.49	0|0.09|0|0.58|1|1|12|0|785	Tfasc_v1.21032-RA	OG0000545	12344134	12344466	332	-	Serine-rich protein-related	0.35	0|-1|0|1|-1|1|1|0|110	333
Tfasc_v1.21033-RA	OG0000862	chr16	12416272	12422104	5832	+	calcium-dependent protein kinase 32-like	0.42	0|0.11|0|0.7|1|1|10|0|635	Tfasc_v1.21034-RA	OG0000545	12416364	12416744	380	-	Serine-rich protein-related	0.66	0|-1|0|1|-1|1|1|0|126	381
Tfasc_v1.21177-RA	OG0016268	chr16	18286330	18288984	2654	+	Zinc finger CCCH domain-containing protein 17	0.34	0|0.33|0.14|0.57|0.66|0.57|7|0|612	Tfasc_v1.21178-RA	OG0000216	18288723	18289502	779	-	zinc finger CCCH domain-containing protein 17-like	0.89	0|0|0|0.5|1|1|2|0|124	262
Tfasc_v1.21197-RA	OG0018554	chr16	18636113	18636451	338	+	none	0.00	35|1|1|1|0|0|2|88|42	Tfasc_v1.21196-RA	OG0018555	18609276	18640533	31257	-	SH3 domain-containing protein 2	0.20	0|0.42|0.37|0.62|0.71|0.87|8|557|317	339
Tfasc_v1.21222-RA	OG0001631	chr16	19182883	19183362	479	+	CAP domain containing protein	0.22	0|-1|0|1|-1|1|1|0|159	Tfasc_v1.21223-RA	OG0018559	19183048	19183302	254	-	CAP domain containing protein	0.47	0|-1|0|1|-1|0|1|0|84	255
Tfasc_v1.21219-RA	OG0001631	chr16	19169213	19169692	479	+	CAP domain containing protein	0.22	0|-1|0|1|-1|1|1|0|159	Tfasc_v1.21220-RA	OG0018559	19169378	19169632	254	-	CAP domain containing protein	0.01	0|-1|0|1|-1|1|1|0|84	255
Tfasc_v1.21269-RA	OG0012248	chr16	19780223	19785087	4864	+	Nickel/cobalt transporter, high-affinity	0.16	0|1|0.75|1|0.33|0.25|4|993|364	Tfasc_v1.21270-RA	OG0004469	19784057	19790729	6672	-	GDSL esterase/lipase EXL3	0.12	0|0.5|0.2|1|1|1|5|0|339	1031
Tfasc_v1.21276-RA	OG0000357	chr16	19860046	19860246	200	+	expansin-A11	0.33	0|-1|0|1|-1|1|1|0|66	Tfasc_v1.21275-RA	OG0012243	19859988	19861354	1366	-	expansin-A11	0.08	0|0|0|1|1|1|3|0|255	201
Tfasc_v1.21354-RA	OG0017299	chr16	20658056	20664918	6862	+	UTP--glucose-1-phosphate uridylyltransferase	0.20	77|0.4|0.33|1|1|1|21|238|471	Tfasc_v1.21355-RB	OG0012212	20662026	20669039	7013	-	Nudix hydrolase 23, chloroplastic	0.21	123|0.85|0.87|1|0.85|0.75|8|600|290	2893
Tfasc_v1.21369-RA	OG0012209	chr16	20813331	20824333	11002	+	protein argonaute 1B	0.20	321|1|1|1|1|0.95|23|261|1053	Tfasc_v1.21370-RA	OG0012208	20823768	20834311	10543	-	protein ACCUMULATION AND REPLICATION OF CHLOROPLASTS 3 isoform X1	0.19	83|0.94|0.94|1|0.94|0.83|18|527|728	566
Tfasc_v1.21402-RA	OG0018576	chr16	21210089	21212896	2807	+	putative nuclease HARBI1	0.52	0|0.5|0|0.66|1|1|3|0|105	Tfasc_v1.21403-RA	OG0001209	21212665	21219292	6627	-	LRR receptor-like serine/threonine-protein kinase GSO1	0.18	0|0|0|0.75|1|1|4|0|692	232
Tfasc_v1.21418-RA	OG0012117	chr16	21427602	21431563	3961	+	Peroxisome biogenesis protein 22	0.30	243|1|1|1|0.77|0.8|10|624|258	Tfasc_v1.21419-RA	OG0012112	21431273	21437398	6125	-	putative homeodomain-like transcription factor superfamily protein isoform X4	0.11	342|1|1|1|0.87|0.77|9|695|320	291
Tfasc_v1.21477-RA	OG0004422	chr16	21862809	21865777	2968	+	clathrin light chain 2-like	0.02	67|1|0.66|1|1|1|3|0|316	Tfasc_v1.21478-RA	OG0003119	21865310	21873665	8355	-	putative serine/threonine-protein kinase	0.17	0|0.25|0.6|0.8|0.5|0.8|5|1360|263	468
Tfasc_v1.21473-RA	OG0004422	chr16	21843022	21845976	2954	+	clathrin light chain 2-like	0.20	67|1|0.66|1|1|1|3|0|313	Tfasc_v1.21474-RA	OG0003119	21845509	21850251	4742	-	putative serine/threonine-protein kinase	0.08	32|1|1|1|0.83|0.71|7|1360|390	468
Tfasc_v1.21483-RA	OG0012078	chr16	21931263	21934996	3733	+	hypothetical protein ACMD2_19789	0.06	0|0.5|0.33|1|1|1|3|300|797	Tfasc_v1.21484-RA	OG0012075	21934951	21938496	3545	-	GPN-loop GTPase 3	0.30	35|1|1|1|1|1|9|360|266	46
Tfasc_v1.21533-RA	OG0018581	chr16	22219152	22221116	1964	+	uncharacterized protein LOC109719934	0.19	560|1|1|1|0.66|0.5|4|228|129	Tfasc_v1.21532-RA	OG0012062	22208332	22219283	10951	-	Cleavage and polyadenylation specificity factor subunit 2	0.40	0|0.22|0.10|0.94|1|1|19|0|806	132
Tfasc_v1.21578-RA	OG0012041	chr16	22507589	22510013	2424	+	predicted protein	0.10	95|1|1|1|1|1|5|372|152	Tfasc_v1.21577-RA	OG0018585	22504270	22507827	3557	-	sn1-specific diacylglycerol lipase beta isoform X4	0.31	0|0.75|0.66|1|1|1|9|242|683	239
Tfasc_v1.21638-RB	OG0012007	chr16	23021114	23026929	5815	+	ribokinase isoform X2	0.25	130|1|1|1|0.91|0.84|13|449|410	Tfasc_v1.21639-RA	OG0000748	23026837	23029130	2293	-	60S ribosomal protein L18a	0.25	116|1|1|1|1|1|4|292|178	93
Tfasc_v1.21655-RA	OG0004404	chr16	23093621	23097761	4140	+	protein ECERIFERUM 1-like	0.14	0|0.14|0|1|1|1|8|0|545	Tfasc_v1.21654-RA	OG0017270	23093220	23094125	905	-	protein ECERIFERUM 1-like	0.27	0|0|0.5|1|0|0|2|338|86	505
Tfasc_v1.21695-RA	OG0000509	chr16	23316599	23320490	3891	+	Actin-depolymerizing factor	0.14	0|0.5|0.33|0.66|1|1|3|238|205	Tfasc_v1.21694-RA	OG0002408	23313453	23316703	3250	-	Alg9-like mannosyltransferase family	0.18	0|1|0.88|1|1|1|9|309|555	105
Tfasc_v1.21699-RA	OG0000856	chr16	23339574	23342186	2612	+	Cellular nucleic acid-binding protein	0.71	0|-1|0|1|-1|1|1|0|870	Tfasc_v1.21698-RA	OG0018590	23338875	23347116	8241	-	no_blast-ips	0.40	0|1|0.66|1|0.5|0.33|3|657|97	2613
Tfasc_v1.25908-RA	OG0000274	chr21	315692	326958	11266	+	disease resistance protein RGA2-like	0.12	0|0|0|1|0.66|0.5|4|0|1931	Tfasc_v1.25909-RA	OG0018594	316394	324849	8455	-	NBS-LRR disease resistance protein	0.33	0|1|1|1|0|0|2|169|47	8456
Tfasc_v1.25910-RA	OG0000274	chr21	340968	358463	17495	+	disease resistance protein RGA2-like	0.18	0|0|0|1|1|1|4|0|2920	Tfasc_v1.25911-RA	OG0018594	349198	356460	7262	-	NBS-LRR disease resistance protein	0.40	0|1|1|1|0|0|2|169|47	7263
Tfasc_v1.25912-RA	OG0000274	chr21	366678	378373	11695	+	disease resistance protein RGA2-like	0.44	0|0|0|0.33|1|1|3|0|1117	Tfasc_v1.25913-RA	OG0001817	377909	383095	5186	-	probable ubiquitin-like-specific protease 2B isoform X1	0.77	0|0|0.25|0.25|0|0.5|4|43|126	465
Tfasc_v1.25949-RA	OG0015423	chr21	800985	806140	5155	+	glucose-1-phosphate adenylyltransferase small subunit 2, chloroplastic	0.08	0|0.88|0.8|1|0.88|0.8|10|145|521	Tfasc_v1.25950-RA	OG0015420	801976	812592	10616	-	probable galacturonosyltransferase 4	0.09	0|0.4|0.36|1|0.7|0.63|11|1299|643	4165
Tfasc_v1.26006-RA	OG0018604	chr21	1475986	1476508	522	+	LRR receptor-like serine/threonine-protein kinase GSO1	0.44	0|0|0|1|0|0|3|0|88	Tfasc_v1.26007-RA	OG0000069	1476234	1478761	2527	-	LRR receptor-like serine/threonine-protein kinase GSO1	0.34	0|0|0|1|1|1|2|0|702	275
Tfasc_v1.26006-RA	OG0018604	chr21	1475986	1476508	522	+	LRR receptor-like serine/threonine-protein kinase GSO1	0.44	0|0|0|1|0|0|3|0|88	Tfasc_v1.26005-RA	OG0015621	1475672	1476058	386	-	LRR receptor-like serine/threonine-protein kinase GSO1	0.47	0|-1|0|1|-1|1|1|0|128	73
Tfasc_v1.26319-RA	OG0016275	chr21	8211239	8214130	2891	+	NADH-ubiquinone oxidoreductase chain 5	0.81	0|0|0|0.62|0.28|0.25|8|0|355	Tfasc_v1.26318-RA	OG0000444	8211208	8212055	847	-	NADH dehydrogenase subunit 5, mitochondrial	0.70	0|0|0|1|1|1|3|0|145	817
Tfasc_v1.26324-RA	OG0004928	chr21	8307756	8308120	364	+	30S ribosomal protein S12, chloroplastic	0.42	0|0|0|0.5|1|1|2|0|82	Tfasc_v1.26323-RA	OG0002674	8305888	8308909	3021	-	Ycf15	0.45	0|0|0|1|0.87|0.77|9|0|356	365
Tfasc_v1.26393-RA	OG0018619	chr21	10680979	10681107	128	+	very-long-chain 3-oxoacyl-CoA reductase 1	1.00	0|-1|0|1|-1|0|1|0|42	Tfasc_v1.26392-RA	OG0016276	10680909	10691001	10092	-	very-long-chain 3-oxoacyl-CoA reductase 1-like	0.30	0|0|0|0.33|1|1|3|0|253	129
Tfasc_v1.26417-RA	OG0005396	chr21	11715569	11727146	11577	+	pentatricopeptide repeat-containing protein At5g57250, mitochondrial	0.21	510|0|0.1|0.7|1|1|10|0|1309	Tfasc_v1.26418-RA	OG0002750	11722854	11734279	11425	-	O-fucosyltransferase 3 isoform X1	0.28	0|0.66|0.42|1|0.5|0.42|7|196|396	4293
Tfasc_v1.26421-RA	OG0016166	chr21	11773620	11775876	2256	+	drebrin-like protein B	0.28	0|0.5|0.4|1|0.5|0.4|5|0|251	Tfasc_v1.26422-RA	OG0016166	11775797	11802624	26827	-	drebrin-like protein B	0.39	0|0.23|0.21|0.42|0.84|0.92|14|27|660	80
Tfasc_v1.26543-RA	OG0009967	chr21	13975751	13978290	2539	+	high chlorophyll fluorescence 153	0.05	0|0.75|0.8|1|0.25|0.2|5|1335|175	Tfasc_v1.26544-RA	OG0009973	13977512	13980805	3293	-	uncharacterized protein LOC109720835	0.09	0|1|0.66|1|1|1|3|236|297	779
Tfasc_v1.26621-RA	OG0010008	chr21	14829789	14831200	1411	+	transcription factor MYB61	0.02	0|0|0|1|1|1|3|0|364	Tfasc_v1.26622-RB	OG0017037	14831146	14833984	2838	-	no_blast-ips	0.48	24|1|1|1|0.33|0.25|4|0|72	55
Tfasc_v1.26715-RA	OG0003883	chr21	15645286	15649650	4364	+	reticulon-like protein B21 isoform X1	0.11	0|0.91|0.84|1|1|1|13|346|550	Tfasc_v1.26716-RA	OG0003886	15649635	15654007	4372	-	Protein ROOT INITIATION DEFECTIVE 3	0.11	49|1|1|1|1|1|8|260|440	16
Tfasc_v1.26787-RA	OG0010084	chr21	16261765	16268274	6509	+	AUGMIN subunit 1	0.26	0|0.71|0.5|1|0.71|0.5|8|385|406	Tfasc_v1.26786-RA	OG0002219	16261705	16263206	1501	-	probable xyloglucan endotransglucosylase/hydrolase protein 7	0.40	0|0|0|1|1|1|3|0|222	1442
Tfasc_v1.26793-RA	OG0010089	chr21	16307701	16310993	3292	+	putative peptidyl-tRNA hydrolase PTRHD1	0.01	0|1|0.5|1|1|1|2|2370|188	Tfasc_v1.26794-RA	OG0010092	16309489	16312224	2735	-	Plant intracellular Ras-group-related LRR protein 1	0.07	29|1|1|1|1|1|3|282|348	1505
Tfasc_v1.26827-RA	OG0002220	chr21	16521395	16526422	5027	+	oxygen-dependent coproporphyrinogen-III oxidase, chloroplastic	0.10	0|0.87|0.77|0.88|1|1|9|218|507	Tfasc_v1.26826-RA	OG0010112	16514135	16521597	7462	-	Potassium transporter 7	0.10	303|1|1|1|1|1|10|312|843	203
Tfasc_v1.26836-RA	OG0000769	chr21	16593094	16597562	4468	+	vacuolar-sorting receptor 6-like	0.12	203|0.84|0.78|1|0.92|0.92|14|251|582	Tfasc_v1.26837-RA	OG0003893	16597362	16603583	6221	-	Multiple RNA-binding domain-containing protein 1	0.16	0|0.92|0.78|1|1|1|14|421|854	201
Tfasc_v1.26839-RA	OG0002221	chr21	16609433	16610167	734	+	pentatricopeptide repeat-containing protein At1g63080, mitochondrial-like	0.61	0|-1|0|1|-1|1|1|0|244	Tfasc_v1.26838-RA	OG0010121	16604199	16609583	5384	-	Protein PLASTID TRANSCRIPTIONALLY ACTIVE 14	0.40	358|0.76|0.92|1|0.69|0.78|14|218|446	151
Tfasc_v1.26868-RA	OG0003896	chr21	16831474	16834185	2711	+	putative Myb family transcription factor At1g14600	0.37	0|0|0|1|1|1|5|0|216	Tfasc_v1.26869-RA	OG0002223	16833995	16844238	10243	-	urease accessory protein F	0.28	0|0.5|0.47|0.94|1|1|17|0|800	191
Tfasc_v1.26966-RA	OG0015750	chr21	17537801	17542975	5174	+	anthocyanidin reductase	0.16	0|0.8|0.66|1|1|1|6|162|340	Tfasc_v1.26967-RA	OG0015759	17542650	17547375	4725	-	calcium/calmodulin-regulated receptor-like kinase 1	0.10	508|1|1|1|0.75|0.66|9|509|426	326
Tfasc_v1.26971-RA	OG0015748	chr21	17607429	17610976	3547	+	hypothetical protein BHM03_00000739	0.55	0|0|0|0.5|1|1|2|0|146	Tfasc_v1.26972-RA	OG0018646	17610681	17611124	443	-	none	0.00	21|1|1|1|0|0|2|52|96	296
Tfasc_v1.26993-RA	OG0001561	chr21	17761338	17762717	1379	+	Cysteine desulfurase, mitochondrial	0.24	0|-1|0|1|-1|1|1|0|459	Tfasc_v1.26992-RA	OG0011453	17761064	17761573	509	-	cysteine desulfurase, mitochondrial	0.69	0|0|0|1|1|1|2|0|124	236
Tfasc_v1.26989-RA	OG0018647	chr21	17738545	17744917	6372	+	Endonuclease 1	0.38	0|0|0|0.66|0.90|0.91|12|0|450	Tfasc_v1.26990-RA	OG0017112	17739793	17744835	5042	-	endonuclease 1-like	0.24	1736|0.75|0.66|1|0.75|0.44|9|470|127	5043
Tfasc_v1.16056-RA	OG0009644	chr12	181679	184594	2915	+	monothiol glutaredoxin-S4, mitochondrial	0.26	0|0.77|0.6|0.9|0.88|0.8|10|540|244	Tfasc_v1.16055-RA	OG0009646	169462	181683	12221	-	mitochondrial ATPase complex subunit ATP10 isoform X1	0.29	66|0.64|0.4|1|1|1|15|0|540	5
Tfasc_v1.16045-RA	OG0002185	chr12	100200	100870	670	+	putative polygalacturonase	0.42	187|1|0.5|1|1|1|2|0|129	Tfasc_v1.16046-RA	OG0009643	100746	103112	2366	-	DCC family protein At1g52590, chloroplastic	0.16	519|1|1|1|0.8|0.66|6|737|184	125
Tfasc_v1.16110-RA	OG0009661	chr12	670259	677570	7311	+	uncharacterized protein LOC109716493	0.04	347|0.75|0.8|1|1|0.8|5|378|1478	Tfasc_v1.16111-RA	OG0009664	677443	682691	5248	-	Sucrose synthase 7	0.10	111|1|1|1|1|1|5|813|780	128
Tfasc_v1.16129-RB	OG0009678	chr12	827597	832137	4540	+	sterol 3-beta-glucosyltransferase UGT80B1 isoform X1	0.16	0|0.92|0.86|1|1|1|15|107|540	Tfasc_v1.16130-RA	OG0009682	831968	837193	5225	-	type I inositol polyphosphate 5-phosphatase 1 isoform X2	0.12	162|0.9|0.81|1|0.9|0.90|11|634|644	170
Tfasc_v1.16146-RA	OG0009686	chr12	951008	953762	2754	+	Cation/H(+) antiporter 28	0.03	0|0|0|1|1|1|4|0|801	Tfasc_v1.16145-RA	OG0009690	950690	957394	6704	-	Uncharacterized conserved protein, putative, expressed	0.07	79|1|1|1|0.75|0.66|9|3374|378	2755
Tfasc_v1.16161-RA	OG0017007	chr12	1085732	1085995	263	+	receptor kinase-like protein Xa21	0.13	0|-1|0|1|-1|0|1|0|87	Tfasc_v1.16160-RA	OG0009697	1083721	1091355	7634	-	probable LRR receptor-like serine/threonine-protein kinase At3g47570	0.12	0|0|0|0.62|1|1|8|0|1245	264
Tfasc_v1.16210-RA	OG0000487	chr12	1570594	1571234	640	+	hypothetical protein ACMD2_22097	0.03	25|1|1|1|1|1|2|43|136	Tfasc_v1.16211-RA	OG0009729	1571081	1579518	8437	-	diacylglycerol O-acyltransferase 1	0.15	261|0.33|0.31|1|1|1|16|1131|504	154
Tfasc_v1.16220-RA	OG0009731	chr12	1627153	1632559	5406	+	F-box/LRR-repeat protein At4g29420	0.38	0|0|0.5|0.5|1|1|2|298|353	Tfasc_v1.16221-RA	OG0009737	1632549	1635231	2682	-	hyphally regulated cell wall protein 3-like protein	0.04	416|1|1|1|0.5|0.33|3|279|319	11
Tfasc_v1.16230-RA	OG0009739	chr12	1710343	1717361	7018	+	homeobox protein ATH1 isoform X1	0.13	647|1|1|1|0.6|0.5|6|449|524	Tfasc_v1.16231-RA	OG0001502	1717224	1723864	6640	-	ABC transporter C family member 8	0.08	92|0.90|0.83|1|1|1|12|265|1456	138
Tfasc_v1.16225-RA	OG0000750	chr12	1679656	1687903	8247	+	serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B beta isoform isoform X1	0.17	0|0.92|0.86|0.93|1|1|15|519|601	Tfasc_v1.16224-RA	OG0009736	1672692	1679672	6980	-	far upstream element-binding protein 2-like	0.25	93|0.71|0.87|1|1|1|8|270|700	17
Tfasc_v1.16266-RA	OG0018659	chr12	2183918	2184706	788	+	ethylene-responsive transcription factor TINY-like	0.30	0|-1|0|1|-1|1|1|0|262	Tfasc_v1.16267-RA	OG0002194	2184052	2184684	632	-	ethylene-responsive transcription factor TINY-like	0.05	0|-1|0|1|-1|0|1|0|210	633
Tfasc_v1.16409-RA	OG0018670	chr12	3673005	3677068	4063	+	14-3-3-like protein GF14 iota	0.77	0|0|0.25|0.25|1|1|4|0|83	Tfasc_v1.16408-RB	OG0000049	3671438	3673078	1640	-	putative nuclease HARBI1	0.51	0|0|0|0.5|1|1|2|0|209	74
Tfasc_v1.16443-RA	OG0009025	chr12	4097879	4110388	12509	+	protein SGT1 homolog	0.27	0|0.7|0.63|0.90|1|1|11|335|463	Tfasc_v1.16442-RA	OG0009022	4092533	4098008	5475	-	3-methyl-2-oxobutanoate hydroxymethyltransferase 1, mitochondrial	0.35	0|0.57|0.5|0.87|1|1|8|318|413	130
